Book ID,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
123306111,"INTRODUCTION TO ST. THOMAS AQUINAS: The Summa Theologica, The Summa Contra Gentiles.",1,"Pegis, Anton C.",Editor,,,"Modern Library College Editions (1948), 690 pages",1948,,,,,"INTRODUCTION TO ST. THOMAS AQUINAS: The Summa Theologica, The Summa Contra Gentiles. by Anton C. Pegis (1948)",Paperback,690 p.; 7.1 inches,0.95 pounds,7.1 inches,1.5 inches,4.7 inches,7.1 x 4.7 x 1.5 inches,690 ,,,,,,,"Christianity, theology, history, church history","Your library, To read",English,English,BX890 .T62,,,"Catholic Church > Doctrines|Catholic church > Doctrines|Theology|Theology > Early works to 1800|Theology > History > Middle Ages, 600-1500|Theology, Doctrinal|theology",208.1,Religion > Religion  > With Respect to Particular Groups of People,,1,amazon.com books,2015-11-13,,,148671,,,,
123306179,The Problem of Pain,5,"Lewis, C. S.",Author,,,"MacMillan (1976), Edition: Underlining",1976,,,,,The Problem of Pain by C. S. Lewis (1976),Paperback,7 inches,0.3 pounds,7 inches,0.5 inches,4.2 inches,7 x 4.2 x 0.5 inches,,,,,,,,,Your library,,English,BV4905.2 .L45,,,Good and evil|Pain|Pain > Christianity|Pain > Religious aspects > Christianity|Providence and government of God|Providence and government of God > Christianity|Suffering > Christianity|Suffering > Religious aspects > Christianity,231.8,Christianity > God; Unity; Trinity > Religion  > Theodicy,,1,amazon.com books,2015-11-13,,,4937,,,,
123306195,A Brief History of Time,3,"Hawking, Stephen",Author,,,"Bantam (1998), Edition: 10th anniversary, 212 pages",1998,,,,,A Brief History of Time by Stephen Hawking (1998),Paperback,224 p.; 5.95 inches,0.5 pounds,5.95 inches,9 inches,0.57 inches,5.95 x 0.57 x 9 inches,224 ,,,,,,,"physics, science",Your library,English,English,QB981 .H377,[0553380168],"[0553380168, 9780553380163]",Cosmology|Expanding universe|Large Type Books|Large type books|Physics|Space and time|cosmology|physics|space and time,523.1,Astronomical objects and astrophysics > Astronomy > Mathematics and Science > Universe,,1,amazon.com books,2015-11-13,,,6431,,,,
123306223,Program Evolution: Processes of Software Change (Apic Studies in Data Processing),1,"Lehman, M. M.",Author,"Belady, L. A.",Editor,"Academic Pr (1985), 538 pages",1985,,,,,Program Evolution: Processes of Software Change (Apic Studies in Data Processing) by M. M. Lehman (1985),Hardcover,538 p.; 6.5 x 1.25 inches,,1.25 inches,9.5 inches,6.5 inches,1.25 x 6.5 x 9.5 inches,538 ,,,,,,,"physics, science, time, history of science, cosmology",Your library,English,English,QA76.6 .P751175,[0124424406],"[0124424406, 9780124424401]",,005.1,Computer Software > Computing And Information > Information > Programming,,1,amazon.com books,2015-11-13,,,9024812,,,,
123333305,THE DESCENT OF THE DOVE: The History of the Holy Spirit in the Church.,5,"Auden Williams, Charles; intro by W. H.",Author,,,"Meridian Books (1956), Edition: 1St Edition",1956,,,,,THE DESCENT OF THE DOVE: The History of the Holy Spirit in the Church. by Charles; intro by W. H. Auden Williams (1956),Paperback,7.1 inches,0.45 pounds,7.1 inches,0.8 inches,4.3 inches,7.1 x 4.3 x 0.8 inches,,,,,,,,"theology, holy spirit, christianity","Your library, To read",,English,BR148 .W55,,,Church history|Holy Spirit,270,History of Christianity > History of Christianity > Religion ,,1,amazon.com books,2015-11-14,,,263291,,,,
123333319,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",1,"Gaiman, Neil",Author,,,"HarperTorch (2006), Edition: Reprint, 432 pages",2006,,,,,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch by Neil Gaiman (2006)",Paperback,432 p.; 4.19 inches,0.4 pounds,4.19 inches,6.75 inches,1.08 inches,4.19 x 1.08 x 6.75 inches,432 ,,,,,,,"fiction, dark humor","Your library, To read",English,English,PR6057 .A319,[0060853980],"[0060853980, 9780060853983]",End of the world > Fiction|Fantasy fiction|Good and evil > Fiction|Heaven > Fiction|Hell > Fiction|Humorous fiction|Prophecies > Fiction|Witches > Fiction|Witches > fiction|fantasy fiction|humorous fiction,813,American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-14,,,5794,,,,
123333323,Ender's Game (The Ender Quintet),1,"Card, Orson Scott",Author,,,"Tor Science Fiction (1994), 352 pages",1994,,,,,Ender's Game (The Ender Quintet) by Orson Scott Card (1994),Paperback,352 p.; 4.25 inches,1.86 pounds,4.25 inches,6.86 inches,0.93 inches,4.25 x 0.93 x 6.86 inches,352 ,,,,,,,"fiction, science fiction, sci-fi",Your library,English,English,PS3553 .A655,[0812550706],"[0812550706, 9780812550702]","Brothers and sisters > Fiction|Genetic engineering > Fiction|Imaginary wars and battles > Fiction|Science Fiction|Science fiction|Soldiers > Fiction|War games > Fiction|Wiggin, Ender (Fictitious character) > Fiction|Wiggin, Peter (Fictitious character) > Fiction|Young adult fiction|science fiction",813.54,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-14,,,825739,,,,
123333355,The Giver (Giver Quartet),5,"Lowry, Lois",Author,,,"HMH Books for Young Readers (2014), Edition: Rep Mti, 240 pages",2014,,3.5,,,The Giver (Giver Quartet) by Lois Lowry (2014),Paperback,240 p.; 5.5 inches,1.2 pounds,5.5 inches,8.25 inches,0.68 inches,5.5 x 0.68 x 8.25 inches,240 ,,,,,,,"fiction, dystopia",Your library,English,English,PZ7 .L9673,[0544336267],"[0544336267, 9780544336261]",,813,American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-14,,,9726954,,,,
123333369,1984 - Nineteen Eighty-Four,1,"Orwell, George",Author,"Fromm, Erich",Afterword,"Signet New American Library (1964), 267 pages",1964,,,,,1984 - Nineteen Eighty-Four by George Orwell (1964),Paperback,267 p.; 6.8 inches,0.35 pounds,6.8 inches,0.7 inches,4.2 inches,6.8 x 4.2 x 0.7 inches,267 ,,,,,,,"fiction, dystopia","Your library, To read",English,English,PR6029 .R8,,,"Adaptation|Civilization, Modern > 1950- > Congresses|Dystopias|Dystopias > Congresses|Dystopias > Fiction|Dystopias in literature|Large type books|London (England) > Fiction|Manuscripts, English > Facsimiles|Orwell, George, 1903-1950 > Criticism and interpretation > Congresses|Orwell, George, 1903-1950 > Manuscripts > Facsimiles|Orwell, George, 1903-1950. Nineteen eighty-four|Orwell, George, 1903-1950. Nineteen eighty-four > Congresses|Political fiction|Political fiction, English > History and criticism|Satire|Science Fiction|Science fiction|Science fiction, English|Science fiction, English > History and criticism|Science fiction,English > History and criticism|Tolaletarianism > Fiction|Totalitarianism|Totalitarianism > Fiction|Totalitarianism and literature|Utopias > Congresses|Utopias in literature > Congresses|adaptation|satire|science fiction",823.912,1901-1945 > 20th Century > English > Fiction > Literature > Modern Period,,1,amazon.com books,2015-11-14,,,1472,,,,
123333376,Lord Of The Flies,1,"Golding, William",Author,,,"A & A Publishers (2013), 256 pages",2013,,,,,Lord Of The Flies by William Golding (2013),Paperback,256 p.,,,,,,256 ,,,,,,,"fiction, dystopia",Your library,English,English,PR6013 .O35,[9381529612],"[9381529612, 9789381529614]","Adventure stories|Boys > Fiction|Boys > Juvenile fiction|English Literature|English literature|Fiction in English|Interpersonal relations > Fiction|Islands > Fiction|Political anthropology > Juvenile fiction|Primitive societies > Juvenile fiction|Psychological fiction|Regression (Psychology) > Fiction|Social conflict > Fiction|Survival after airplane accidents, shipwrecks, etc. > Fiction|Survival after airplane accidents, shipwrecks, etc. > Juvenile fiction|adventure stories|fiction in English",823.914,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,,1,amazon.com books,2015-11-14,,,2475502,,,,
123333387,Player Piano,1,"Kurt Vonnegut, Jr.",Author,,,Dial Press,?,,,,,Player Piano by Jr. Kurt Vonnegut (?),Paperback,8 inches,,8 inches,1 inch,5.5 inches,8 x 5.5 x 1 inches,,,,,,,,"fiction, dystopia",Your library,English,English,PS3572 .O5,,,,813.54,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-14,,,7962251,,,,
123333398,MUSIC FOR CHAMELEONS: NEW WRITINGS BY TRUMAN CAPOTE INCLUDING HANDCARVED COFFINS,1,,,,,"Random House, New York (1980)",1980,,,,,MUSIC FOR CHAMELEONS: NEW WRITINGS BY TRUMAN CAPOTE INCLUDING HANDCARVED COFFINS (1980),Paper Book,7.9 inches,0.6 pounds,7.9 inches,0.8 inches,5.2 inches,7.9 x 5.2 x 0.8 inches,,,,,,,,"fiction, dystopia","Your library, To read",,English,PS3505 .A59,,,,813.54,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-14,,,25747,,,,
123333438,Still Life with Woodpecker,1,"Robbins, Tom",Author,,,"Watermark OP (1980), Edition: 1st, 277 pages",1980,,,,,Still Life with Woodpecker by Tom Robbins (1980),Paperback,277 p.; 8 inches,0.1 pounds,8 inches,0.5 inches,4.9 inches,8 x 4.9 x 0.5 inches,277 ,,,,,,,"fiction, short stories","Your library, To read",English,English,PS3568 .O233,,,Anarchists > Fiction|Love Stories|Love stories|Man-woman relationships > Fiction|Man-woman relationships > fiction|Revolutionaries > Fiction|Young women > Fiction,813.54,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-14,,,271,,,,
123333491,Brave New World,1,"Huxley, Aldous",Author,,,Harper Perennial Modern Classics (2010),2010,,4.5,,,Brave New World by Aldous Huxley (2010),Paperback,7.9 inches,0.6 pounds,7.9 inches,0.8 inches,5.3 inches,7.9 x 5.3 x 0.8 inches,,,,,,,,"fiction, novel",Your library,English,English,PR6015 .U9,,,"Alienation (Social psychology) > Fiction|Collectivism > Fiction|Dystopias|Dystopias in literature|English literature > History and criticism|Fiction in English|Genetic engineering > Fiction|Huxley, Aldous, 1894-1963. Brave new world|Passivity (Psychology) > Fiction|Political fiction|Psychological fiction|Rock music|Satire|Science Fiction|Science fiction|Television series|Totalitarianism > Fiction|fiction in English|rock music|satire|science fiction",823.912,1901-1945 > 20th Century > English > Fiction > Literature > Modern Period,,1,amazon.com books,2015-11-14,,,1977,,,,
123333511,The Natural House,5,"Wright, Frank Lloyd",Author,,,"Mentor (1963), Edition: First Edition",1963,,,,,The Natural House by Frank Lloyd Wright (1963),Paperback,8.43 inches,0.79 pounds,8.43 inches,0.73 inches,5.85 inches,8.43 x 5.85 x 0.73 inches,,,,,,,,"architecture, frank lloyd wright, arts and crafts","Your library, To read",,English,NA7208 .W68,,,"Architecture > United States|Architecture > United States > 20th century|Architecture > United States > History|Architecture, Domestic > Designs and plans|Architecture, Domestic > United States",728.081,Architecture > Arts and Recreation > Residences,,1,amazon.com books,2015-11-14,,,92667,,,,
123333531,Oedipus the King,1,Sophocles,Author,"Grene, David",Translator,"University Of Chicago Press (2010), Edition: 1, 88 pages",2010,,,,,Oedipus the King by Sophocles (2010),Paperback,88 p.; 5.25 inches,0.25 pounds,5.25 inches,8 inches,0.5 inches,5.25 x 0.5 x 8 inches,88 ,,,,,,,"greeks, ancient greece, classics",Your library,English,English,PA4414 .O7,[0226768686],"[0226768686, 9780226768687]",Classical literature > History and criticism|Greek drama (Tragedy) > Translations into English|Oedipus (Greek mythology) > Drama|Oedipus (Greek mythology) in literature|Sophocles. Oedipus Rex|Television series|Thebes (Greece) > Drama|Tragedies|Tragedy,882.01,Greco e altre lingue classiche > Greek drama and Classical drama > Greek drama and Classical drama > Literature,,1,amazon.com books,2015-11-14,,,150431,,,,
123333553,A Streetcar Named Desire (Signet),3,"Williams, Tennessee",Author,,,"Signet (1986), 142 pages",1986,,,,,A Streetcar Named Desire (Signet) by Tennessee Williams (1986),Paperback,142 p.; 7 inches,,7 inches,5 inches,1 inch,7 x 1 x 5 inches,142 ,,,,,,,"plays, existentialism",Your library,English,English,PS3545 .I5365,[0451163168],"[0451163168, 9780451163165]",Domestic drama|Drama|Feature|Married people > Drama|New Orleans (La.) > Drama|Rape > Drama|Sisters > Drama|Specials|Television|Widows > Drama|Women teachers > Drama|drama,812.5,20th Century > American And Canadian > Drama > Literature,,1,amazon.com books,2015-11-14,,,21544,,,,
123333580,By John Milton Paradise Lost and Paradise Regained (Signet Classics) [Mass Market Paperback],1,,,,,Signet Classics (1968),1968,,,,,By John Milton Paradise Lost and Paradise Regained (Signet Classics) [Mass Market Paperback] (1968),Paperback,,,,,,,,,,,,,,"fiction, existentialism, classics",Your library,,English,PR3560,,,"Adam (Biblical figure) > Poetry|Bible. N.T. Gospels > History of Biblical events > Poetry|Bible. O.T. Genesis > History of Biblical events > Poetry|Christian poetry, English|Christian poetry, English > Early modern, 1500-1700|Eve (Biblical figure) > Poetry|Fall of man > Poetry|Jesus Christ > Temptation > Poetry|Samson (Biblical judge) > Poetry",821.4,English > Literature > Poetry > Post-Elizabethan 1625-1702,,1,amazon.com books,2015-11-14,,,38404,,,,
123333598,The Odyssey - translated by W.H.D. Rouse,5,Homer,Author,,,"MENTOR CLASSICS (1962), Edition: Seventeenth Printing 1972",1962,,,,,The Odyssey - translated by W.H.D. Rouse by Homer (1962),Paperback,7.1 inches,0.35 pounds,7.1 inches,0.5 inches,4.2 inches,7.1 x 4.2 x 0.5 inches,,,,,,,,"epic, classics",Your library,,,PA4025 .A5,,,"Achilles (Greek mythology) > Poetry|Adventure|Educational|Educational > Series|English poetry > Translations from Greek|Epic poetry|Epic poetry, Greek|Epic poetry, Greek > History and criticism|Epic poetry, Greek > Translations into English|Epic poetry, Greek > Translations into German|Epic poetry, Greek > Translations into Polish|Fantasy|Greek poetry > Translations into English|Homer > Translations into English|Homer. Odyssey|Odysseus (Greek mythology)|Odysseus (Greek mythology) > Poetry|Odysseus (Greek mythology) in literature|Trojan War > Poetry|epic poetry|fantasy",883.01,"Epic poetry and fiction, Classical Greek > Greco e altre lingue classiche > Greek epic poetry > Literature",,1,amazon.com books,2015-11-14,,,1526,,,,
123333651,Goethe's Faust; the original german and a new translation and introduction; part one and sections from part two,1,"Kaufman, Walter",Author,,,Anchor Books (1963),1963,,,,,Goethe's Faust; the original german and a new translation and introduction; part one and sections from part two by Walter Kaufman (1963),Paperback,,,,,,,,,,,,,,"classics, play, fiction",Your library,,,,,,,,,,1,amazon.com books,2015-11-14,,,16767015,,,,
123333675,The Brothers Karamazov (CT33) (Signet Classic Books),5,"Dostoyevsky, Fyodor",Author,,,"New American Library (1957), Edition: 11th Edition, 701 pages",1957,,,,,The Brothers Karamazov (CT33) (Signet Classic Books) by Fyodor Dostoyevsky (1957),Paperback,701 p.; 7.2 inches,,7.2 inches,1.2 inches,4.25 inches,7.2 x 4.25 x 1.2 inches,701 ,,,,,,,"classics, fiction",Your library,English,,PG3326 .B7,,,0,891.733,1800-1917 > Literature > Literature of other Indo-European languages > Other Languages > Russian > Russian Fiction,,1,amazon.com books,2015-11-14,,,7856,,,,
123333695,"The Divine Comedy (The Inferno, The Purgatorio, and The Paradiso)",5,"Alighieri, Dante",Author,"Ciardi, John",Translator,"NAL (2003), 928 pages",2003,,,,,"The Divine Comedy (The Inferno, The Purgatorio, and The Paradiso) by Dante Alighieri (2003)",Paperback,928 p.; 5.95 inches,1.85 pounds,5.95 inches,9 inches,1.46 inches,5.95 x 1.46 x 9 inches,928 ,,,,,,,"classics, fiction, existentialism","Your library, To read",English,English,PQ4315 .C5,[0451208633],"[0451208633, 9780451208637]","Dante Alighieri, 1265-1321|Dante Alighieri, 1265-1321 > Rime > Dictionaries|Dante Alighieri, 1265-1321. Divina commedia|Dante Alighieri, 1265-1321. Divina commedia > Concordances|English poetry > Translations from Italian|Grosz, George, 1893-1959|Italian poetry|Italian poetry > Early to 1400 > Translations into English|Italian poetry > To 1400|Italian poetry > Translations into English",851.1,Early Italian; Age of Dante (-1375) > Italian > Italian poetry > Literature,,1,amazon.com books,2015-11-14,,,44123,,,,
123333725,"In Search of Lost Time: Swann's Way, Vol. 1",1,"Proust, Marcel",Author,"Howard, Richard|Kilmartin, Terence|Enright, D. J.|Scott Moncrieff, C. K.",Introduction|Translator|Editor|Translator,"The Modern Library (1998), Edition: Modern Library, 606 pages",2003,,,,,"In Search of Lost Time: Swann's Way, Vol. 1 by Marcel Proust (2003)",Paperback,606 p.; 5.1 inches,1.05 pounds,5.1 inches,8 inches,1.1 inches,5.1 x 1.1 x 8 inches,606 ,,,,,,,"classics, fiction",Your library,English,French,PQ2631 .R63,[0375751548],"[0375751548, 9780375751547]",Autobiographical fiction|Bildungsromane|France > Fiction|France > Fiction. > 19th century|France > Social life and customs > 19th century > Fiction|France > Social life and customs > 20th century > Fiction|France > Social life and customs > Fiction|French fiction|Illiers (France) > Pictorial works|Villages > France > Fiction,813,American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-14,,,18169,,,,
123333744,The Crucible,5,"Miller, Arthur",Author,,,"Bantam (1970), 140 pages",1970,,,,,The Crucible by Arthur Miller (1970),Paperback,140 p.; 4 inches,0.15 pounds,4 inches,0.3 inches,2.9 inches,4 x 2.9 x 0.3 inches,140 ,,,,,,,"classics, fiction, plays",Your library,,English,PS3525 .I5156,,,"American literature > History and criticism|Communism > United States > 1917-|Historical drama|McCarthy, Joseph, 1908-1957|Miller, Arthur, 1915- Crucible|Miller, Arthur, 1915-2005. Crucible|Salem (Mass.) > Drama|Salem (Mass.) > Drama. > Colonial period, ca. 1600-1775|Salem (Mass.) > History > Colonial period, ca. 1600-1775 > Drama|Salem (Mass.) > In literature|Trials (Witchcraft) > Drama|Trials (Witchcraft) > Massachusetts > Salem > Drama|Trials (Witchcraft) in literature|Witchcraft > Massachusetts > Salem > Drama|Witchcraft > Massachusetts > Salem > History|Witchcraft > Salem > Drama|Witchcraft in literature",812.52,20th Century > American And Canadian > Drama > Literature,,1,amazon.com books,2015-11-14,,,22988,,,,
123333799,Death of a Salesman (Penguin Plays),1,"Miller, Arthur",Author,,,"Penguin Books (1976), 139 pages",1976,,4,,,Death of a Salesman (Penguin Plays) by Arthur Miller (1976),Paperback,139 p.; 5.09 inches,0.35 pounds,5.09 inches,7.73 inches,0.25 inches,5.09 x 0.25 x 7.73 inches,139 ,,,,,,,"classics, fiction, plays, existentialism",Your library,English,English,PS3525 .I5156,[0140481346],"[0140481346, 9780140481341]","American drama > 20th century|Depressed persons > Drama|Domestic drama|Drama|Fathers and sons > Drama|Miller, Arthur, 1915-2005. Death of a salesman > Examinations > Study guides|Sales personnel > Drama|Suicide > Drama|Traveling sales personnel > Drama",812.52,20th Century > American And Canadian > Drama > Literature,,1,amazon.com books,2015-11-14,,,4865,,,,
123333828,"Walden or, Life in the Woods and On the Duty of Civil Disobedience (Signet Classics)",1,"Thoreau, Henry David",Author,,,New American Library (1964),1964,,5,,,"Walden or, Life in the Woods and On the Duty of Civil Disobedience (Signet Classics) by Henry David Thoreau (1964)",Paperback,6.8 inches,,6.8 inches,0.5 inches,4.05 inches,6.8 x 4.05 x 0.5 inches,,,,,,,,classics,Your library,,English,PS3048 .A1,,,,818.303,"American And Canadian > Authors, American and American Miscellany  > Literature > Middle 19th Century 1830-61",,1,amazon.com books,2015-11-14,,,7792054,,,,
123333858,The Metamorphosis (Bantam Classic),5,"Kafka, Franz",Author,"Corngold, Stanley",Translator,"Bantam Classics (1972), 201 pages",1972,,,,,The Metamorphosis (Bantam Classic) by Franz Kafka (1972),Paperback,201 p.; 6.7 inches,0.15 pounds,6.7 inches,0.6 inches,4.1 inches,6.7 x 4.1 x 0.6 inches,201 ,,,,,,,"classics, life, living, nature, beauty, morality, individuality, independence, transcendentalism",Your library,English,English,PT2621 .A26,[055321196X],"[055321196X, 9780553211962]",,833.912,1900- > 1900-1944 > 20th Century > Fiction > German > Literature,,1,amazon.com books,2015-11-14,,,13030928,,,,
123333875,By John Gardner Grendel (1979) Mass Market Paperback,1,,,,,Ballantine Books,?,,,,,By John Gardner Grendel (1979) Mass Market Paperback (?),Paperback,,,,,,,,,,,,,,"classics, fiction, alienation, shame, isolation",Your library,,English,PS3557 .A712,,,"Beowulf > Adaptations|Dragons > Fiction|Epic poetry, English (Old) > Adaptations|Epic poetry, English (old) > Adaptions|Fantastic fiction|Fantasy fiction|Heroes > Fiction|Heroes > Scandinavia > Fiction|Historical Fiction|Historical fiction|Large Type Books|Large type books|Monsters > Fiction|Organized crime > Comic books, strips, etc|fantastic fiction|fantasy fiction|historical fiction",813.54,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-14,,,3364309,,,,
123334532,Evangeline: A Tale of Acadie,1,"Longfellow, Henry Wadsworth",Author,"Fergusson, C. Bruce",Introduction,"Nimbus Publishing (CN) (1995), 144 pages",1995,,2.5,,,Evangeline: A Tale of Acadie by Henry Wadsworth Longfellow (1995),Hardcover,144 p.; 7.95 x 6.32 inches,0.98 pounds,6.32 inches,0.6 inches,7.95 inches,6.32 x 7.95 x 0.6 inches,144 ,,,,,,,"classics, fiction, alienation, shame, isolation",Your library,English,English,PS2263 .A1,[155109116X],"[155109116X, 9781551091167]",0,811.3,American And Canadian > Literature > Middle 19th Century (1830-1861) > Poetry,,1,amazon.com books,2015-11-14,,,31265,,,,
123334538,"A Treatise on Logic; or, The Laws of Pure Thought",3,"Bowen, Francis",Author,,,ALLYN & BACON (1890),1890,,,,,"A Treatise on Logic; or, The Laws of Pure Thought by Francis Bowen (1890)",Hardcover,,,,,,,,,,,,,,"classics, fiction, acadia, two ships",Your library,,,,,,,,,,1,amazon.com books,2015-11-14,,,16767189,,,,
123334542,Man and His Nature: A Philosophical Psychology,1,"Royce, James E",Author,,,MCGRAW HILL PUBLISHING COMPANY,?,,,,,Man and His Nature: A Philosophical Psychology by James E Royce (?),Hardcover,9.13 inches,1.58 pounds,9.13 inches,1.11 inches,6.57 inches,9.13 x 6.57 x 1.11 inches,,,,,,,,"philosophy, epistemology, logic","Your library, To read",,,BF131 .R74,,,Psychology,150.19,"Philosophy and Psychology > Psychology > Psychology > Systems, schools, viewpoints > Theory And Instruction",,1,amazon.com books,2015-11-14,,,5883753,,,,
123335071,Man and Man: The Social Philosophers (The World's Great Thinkers),1,,,,,"Random House (1947), Edition: Not Indicated",1947,,,,,Man and Man: The Social Philosophers (The World's Great Thinkers) (1947),Hardcover,7.4 inches,1.23 pounds,7.4 inches,1.3 inches,4.9 inches,7.4 x 4.9 x 1.3 inches,,,,,,,,,Your library,,,B21,,,,108,Groups of people > Philosophy > Philosophy and Psychology,,1,amazon.com books,2015-11-14,,,221444,,,,
123335092,Silent Spring,1,"Carson, Rachel",Author,,,"Houghton Mifflin (1962), Edition: First Edition, 368 pages",1962,,2,,,Silent Spring by Rachel Carson (1962),Hardcover,368 p.; 8.7 inches,1.45 pounds,8.7 inches,1.4 inches,6.1 inches,8.7 x 6.1 x 1.4 inches,368 ,,,,,,,"environmentalism, ddt, debunked science, egg shells, eagles",Your library,English,English,QH545 .P4,[0395075068],"[0395075068, 9780395075067]","Beneficial insects > Biological control|Insect pests|Insect pests > Biological control|Insectes nuisibles, Lutte biologique contre les|Pesticide Residues|Pesticides|Pesticides > Aspect de l'environnement|Pesticides > Environmental aspects|Pesticides > Toxicologie|Pesticides > Toxicology|Pesticides > toxicity|Pesticides and wildlife|Pesticides et faune|Wildlife conservation",363.7384,"Chemical pollution of land > Environment > Environmental problems > General Pollution; Climate Change > Other Problems And Services > Social Problems, Social Services > Social Sciences ",,1,amazon.com books,2015-11-14,,,23937,,,,
123335105,Heart of Darkness (Dover Thrift Editions),1,"Conrad, Joseph",Author,"Appelbaum, Stanley",Editor,"Dover Publications (1990), Edition: New edition, 72 pages",1990,,,,,Heart of Darkness (Dover Thrift Editions) by Joseph Conrad (1990),Paperback,80 p.; 8.21 inches,0.68 pounds,8.21 inches,0.22 inches,5.3 inches,8.21 x 5.3 x 0.22 inches,80 ,,,,,,,"evil, human evil, psychology, africa",Your library,English,English,PR6005 .O4,[0486264645],"[0486264645, 9780486264646]","Africa > Fiction|Congo (Democratic Republic) > Fiction|Conrad, Joseph, 1857-1924. Heart of darkness|Degeneration > Fiction|Europeans > Africa > Fiction|Fugitives from justice > Fiction|Imperialism > Fiction|Psychological fiction|Psychological fiction, English|Sea stories|Ship captains > Fiction|Suffering > Fiction|Trading posts > Fiction",813,American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-14,,,2575,,,,
123335121,"United States History: Preparing for the Advanced Placement Examination by John J. Newman, John M. Schmalbach (2010) Paperback",1,"Newman, John M. Schmalbach John J.",Author,,,Amsco School Publications (1900),1900,,4.5,,,"United States History: Preparing for the Advanced Placement Examination by John J. Newman, John M. Schmalbach (2010) Paperback by John M. Schmalbach John J. Newman (1900)",Paperback,9 inches,,9 inches,1.5 inches,6 inches,9 x 6 x 1.5 inches,,,,,,,,"politics, history, american history, dbq, high school",Your library,,English,E175.8 .N49,,,,973,Biography and History > North America > United States,,1,amazon.com books,2015-11-14,,,171352,,,,
123335181,THE FOUNDATION TRILOGY FOUNDATION FOUNDATION AND EMPIRE SECOND FOUNDATION,5,"Asimov, Isaac",Author,,,Equinox (1974),1974,,,,,THE FOUNDATION TRILOGY FOUNDATION FOUNDATION AND EMPIRE SECOND FOUNDATION by Isaac Asimov (1974),Paperback,,,,,,,,,,,,,,"science fiction, fiction, sci-fi","Your library, To read",,English,PS3551 .S5,,,"Life on other planets > Fiction|Psychohistory > Fiction|Science Fiction|Science Fiction, American|Science fiction|Science fiction, American|Seldon, Hari (Fictitious character) > Fiction|science fiction",813.54,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-14,,,17557,,,,
123335220,The Hot Zone,5,"Preston, Richard",Author,,,"Anchor Books (1995), Edition: 1st Edition - 1st Printing, 422 pages",1995,,5,,,The Hot Zone by Richard Preston (1995),Paperback,422 p.; 6.8 inches,0.45 pounds,6.8 inches,1.2 inches,4.1 inches,6.8 x 4.1 x 1.2 inches,422 ,,,,,,,"science fiction, nonfiction novel",Your library,English,English,RC140.5 .P74,[0385479565],"[0385479565, 9780385479561]",Bacterial diseases|Ebola virus disease > Africa|Ebola virus disease > Popular works|Ebola virus disease > Reston|Ebola virus disease > Virginia > Reston|Large Type Books|Large type books|Marburg virus disease > Popular works|Primates as laboratory animals,614.57,Contagious and infectious diseases: special > Medicine > Public Health > Technology,,1,amazon.com books,2015-11-14,,,5096,,,,
123335228,The Demon in the Freezer: A True Story,5,"Preston, Richard",Author,,,"Fawcett (2003), 304 pages",2003,,,,,The Demon in the Freezer: A True Story by Richard Preston (2003),Paperback,304 p.; 4.1 inches,0.33 pounds,4.1 inches,6.9 inches,0.8 inches,4.1 x 0.8 x 6.9 inches,304 ,,,,,,,"science fiction, nonfiction novel, ebola, virology, contagion, pandemic",Your library,English,English,RA644 .S6,[0345466632],"[0345466632, 9780345466631]",Biological warfare > United States. > Research|Bioterrorism > Popular Works|Bioterrorism > Popular works|Smallpox > Prevention > Popular works,616.91205,General diseases > Infectious diseases > Medicine > Pathology; Diseases; Treatment  > Smallpox > Technology,,1,amazon.com books,2015-11-14,,,32522,,,,
